,BMI,PhysicalHealth,MentalHealth,SleepTime
BMI,1.0,0.08228987733601645,0.05013487045864668,-0.03848694114085462
PhysicalHealth,0.08228987733601645,1.0,0.3691477682709209,-0.07476435029826493
MentalHealth,0.05013487045864668,0.3691477682709209,1.0,-0.12983837504796336
SleepTime,-0.03848694114085462,-0.07476435029826493,-0.12983837504796336,1.0
